01001=AGAWAM, MA
53018=DELAFIELD, WI
53019=EDEN, WI
53020=ELKHART LAKE, WI
53021=WAUBEKA, WI
53022=GERMANTOWN, WI
53023=GLENBEULAH, WI
53024=GRAFTON, WI
53027=HARTFORD, WI
53029=HARTLAND, WI
53032=HORICON, WI
53033=HUBERTUS, WI
53035=IRON RIDGE, WI
53036=IXONIA, WI
53037=JACKSON, WI
53038=JOHNSON CREEK, WI
53039=JUNEAU, WI
53040=KEWASKUM, WI
53042=KIEL, WI
53044=KOHLER, WI
53045=BROOKFIELD, WI
53046=LANNON, WI
53048=KNOWLES, WI
53049=MALONE, WI
53050=MAYVILLE, WI
53051=MENOMONEE FALLS, WI
53057=MOUNT CALVARY, WI
53058=NASHOTAH, WI
53059=NEOSHO, WI
53061=NEW HOLSTEIN, WI
53063=NEWTON, WI
53065=OAKFIELD, WI
53066=OCONOMOWOC, WI
53069=OKAUCHEE, WI
53070=OOSTBURG, WI
53072=PEWAUKEE, WI
53073=PLYMOUTH, WI
53074=PORT WASHINGTON, WI
53075=RANDOM LAKE, WI
53076=RICHFIELD, WI
53078=RUBICON, WI
53079=SAINT CLOUD, WI
53080=SAUKVILLE, WI
53081=SHEBOYGAN, WI
53083=HOWARDS GROVE, WI
53085=SHEBOYGAN FALLS, WI
53086=SLINGER, WI
53089=SUSSEX, WI
53091=THERESA, WI
53092=MEQUON, WI
53093=WALDO, WI
53094=WATERTOWN, WI
53095=WEST BEND, WI
53103=BIG BEND, WI
53104=BRISTOL, WI
53105=BURLINGTON, WI
53108=CALEDONIA, WI
53110=CUDAHY, WI
53114=DARIEN, WI
53115=DELAVAN, WI
53118=DOUSMAN, WI
53119=EAGLE, WI
53120=EAST TROY, WI
53121=ELKHORN, WI
53122=ELM GROVE, WI
53125=FONTANA, WI
53126=FRANKSVILLE, WI
53128=GENOA CITY, WI
53129=GREENDALE, WI
53130=HALES CORNERS, WI
53132=FRANKLIN, WI
53137=HELENVILLE, WI
53139=KANSASVILLE, WI
53140=KENOSHA, WI
53142=KENOSHA, WI
53143=KENOSHA, WI
53144=KENOSHA, WI
53146=NEW BERLIN, WI
53147=LAKE GENEVA, WI
53149=MUKWONAGO, WI
53150=MUSKEGO, WI
53151=NEW BERLIN, WI
53153=NORTH PRAIRIE, WI
53154=OAK CREEK, WI
53156=PALMYRA, WI
53168=SALEM, WI
53172=SOUTH MILWAUKEE, WI
53177=STURTEVANT, WI
53178=SULLIVAN, WI
53179=TREVOR, WI
53181=TWIN LAKES, WI
53182=UNION GROVE, WI
53183=WALES, WI
53184=WALWORTH, WI
53185=WIND LAKE, WI
53186=WAUKESHA, WI
53188=WAUKESHA, WI
53190=WHITEWATER, WI
53191=WILLIAMS BAY, WI
53202=MILWAUKEE, WI
53203=MILWAUKEE, WI
53204=MILWAUKEE, WI
53205=MILWAUKEE, WI
53206=MILWAUKEE, WI
53207=BAY VIEW, WI
53208=MILWAUKEE, WI
53209=MILWAUKEE, WI
53210=MILWAUKEE, WI
53211=SHOREWOOD, WI
53212=MILWAUKEE, WI
53213=WAUWATOSA, WI
53214=WEST ALLIS, WI
53215=WEST MILWAUKEE, WI
53216=MILWAUKEE, WI
53217=MILWAUKEE, WI
53218=MILWAUKEE, WI
53219=MILWAUKEE, WI
53220=GREENFIELD, WI
53221=MILWAUKEE, WI
53222=MILWAUKEE, WI
53223=MILWAUKEE, WI
53224=MILWAUKEE, WI
53225=MILWAUKEE, WI
53226=WAUWATOSA, WI
53227=MILWAUKEE, WI
53228=GREENFIELD, WI
53233=MILWAUKEE, WI
53402=RACINE, WI
53403=RACINE, WI
53404=RACINE, WI
53405=RACINE, WI
53406=RACINE, WI
53502=ALBANY, WI
53503=ARENA, WI
53504=ARGYLE, WI
53505=AVALON, WI
53506=AVOCA, WI
53507=BARNEVELD, WI
53508=BELLEVILLE, WI
53510=BELMONT, WI
53511=SHOPIERE, WI
53515=BLACK EARTH, WI
53516=BLANCHARDVILLE, WI
53517=BLUE MOUNDS, WI
53518=BLUE RIVER, WI
53520=BRODHEAD, WI
53521=BROOKLYN, WI
53522=BROWNTOWN, WI
53523=CAMBRIDGE, WI
53525=CLINTON, WI
53526=COBB, WI
53527=COTTAGE GROVE, WI
53528=CROSS PLAINS, WI
53529=DANE, WI
53530=DARLINGTON, WI
53531=DEERFIELD, WI
53532=DE FOREST, WI
53533=DODGEVILLE, WI
53534=EDGERTON, WI
53536=EVANSVILLE, WI
53538=FORT ATKINSON, WI
53541=GRATIOT, WI
53543=HIGHLAND, WI
53544=HOLLANDALE, WI
53545=JANESVILLE, WI
53546=JANESVILLE, WI
53549=JEFFERSON, WI
53550=JUDA, WI
53551=LAKE MILLS, WI
53553=LINDEN, WI
53554=LIVINGSTON, WI
53555=LODI, WI
53556=LONE ROCK, WI
53557=LOWELL, WI
53558=MC FARLAND, WI
53559=MARSHALL, WI
53560=MAZOMANIE, WI
53561=MERRIMAC, WI
53562=MIDDLETON, WI
53563=MILTON, WI
53565=MINERAL POINT, WI
53566=MONROE, WI
53569=MONTFORT, WI
53570=MONTICELLO, WI
53572=MOUNT HOREB, WI
53573=MUSCODA, WI
53574=NEW GLARUS, WI
53575=OREGON, WI
53576=ORFORDVILLE, WI
53577=PLAIN, WI
53578=PRAIRIE DU SAC, WI
53579=REESEVILLE, WI
53580=REWEY, WI
53581=GILLINGHAM, WI
53582=RIDGEWAY, WI
53583=SAUK CITY, WI
53585=SHARON, WI
53586=SHULLSBURG, WI
53587=SOUTH WAYNE, WI
53588=SPRING GREEN, WI
53589=STOUGHTON, WI
53590=SUN PRAIRIE, WI
53593=VERONA, WI
53594=WATERLOO, WI
53597=WAUNAKEE, WI
53598=WINDSOR, WI
53703=MADISON, WI
53704=MADISON, WI
53705=MADISON, WI
53706=MADISON, WI
53711=MADISON, WI
53713=FITCHBURG, WI
53714=MADISON, WI
53715=MADISON, WI
53716=MONONA, WI
53717=MADISON, WI
53718=MADISON, WI
53719=MADISON, WI
53801=BAGLEY, WI
53803=BENTON, WI
53804=BLOOMINGTON, WI
53805=BOSCOBEL, WI
53806=CASSVILLE, WI
53807=CUBA CITY, WI
53809=FENNIMORE, WI
53810=GLEN HAVEN, WI
53811=HAZEL GREEN, WI
53813=LANCASTER, WI
53816=MOUNT HOPE, WI
53818=PLATTEVILLE, WI
53820=POTOSI, WI
53821=PRAIRIE DU CHIEN, WI
53825=STITZER, WI
53826=WAUZEKA, WI
53827=WOODMAN, WI
53901=PORTAGE, WI
53910=ADAMS, WI
53911=ARLINGTON, WI
53913=BARABOO, WI
53916=BEAVER DAM, WI
53919=BRANDON, WI
53920=BRIGGSVILLE, WI
53922=BURNETT, WI
53923=CAMBRIA, WI
53924=CAZENOVIA, WI
53925=COLUMBUS, WI
53926=DALTON, WI
53929=ELROY, WI
53930=ENDEAVOR, WI
53932=FALL RIVER, WI
53933=FOX LAKE, WI
53934=FRIENDSHIP, WI
53936=GRAND MARSH, WI
53937=HILLPOINT, WI
53939=KINGSTON, WI
53941=LA VALLE, WI
53943=LOGANVILLE, WI
53944=LYNDON STATION, WI
53946=MARKESAN, WI
53947=MARQUETTE, WI
53948=MAUSTON, WI
53949=MONTELLO, WI
53950=NEW LISBON, WI
53951=NORTH FREEDOM, WI
53952=OXFORD, WI
53954=PARDEEVILLE, WI
53955=POYNETTE, WI
53956=RANDOLPH, WI
53959=REEDSBURG, WI
53960=RIO, WI
53961=ROCK SPRINGS, WI
53963=WAUPUN, WI
53964=WESTFIELD, WI
53965=WISCONSIN DELLS, WI
53968=WONEWOC, WI
54001=DERONDA, WI
54002=BALDWIN, WI
54003=BELDENVILLE, WI
54004=CLAYTON, WI
54005=CLEAR LAKE, WI
54006=CUSHING, WI
54007=DEER PARK, WI
54009=DRESSER, WI
54011=ELLSWORTH, WI
54012=EMERALD, WI
54013=GLENWOOD CITY, WI
54014=HAGER CITY, WI
54015=HAMMOND, WI
54016=HUDSON, WI
54017=NEW RICHMOND, WI
54020=OSCEOLA, WI
54021=PRESCOTT, WI
54022=RIVER FALLS, WI
54023=ROBERTS, WI
54024=SAINT CROIX FALL, WI
54025=SOMERSET, WI
54026=STAR PRAIRIE, WI
54027=WILSON, WI
54028=WOODVILLE, WI
54082=SAINT JOSEPH, WI
54101=ABRAMS, WI
54102=AMBERG, WI
54103=ARMSTRONG CREEK, WI
54104=ATHELSTANE, WI
54106=CENTER VALLEY, WI
54107=NAVARINO, WI
54110=BRILLION, WI
54111=CECIL, WI
54112=COLEMAN, WI
54113=COMBINED LOCKS, WI
54114=BEAVER, WI
54115=DE PERE, WI
54119=DUNBAR, WI
54120=FENCE, WI
54121=FLORENCE, WI
54123=FOREST JUNCTION, WI
54124=GILLETT, WI
54125=GOODMAN, WI
54126=GREENLEAF, WI
54128=GRESHAM, WI
54129=HILBERT, WI
54130=KAUKAUNA, WI
54135=KESHENA, WI
54136=KIMBERLY, WI
54137=KRAKOW, WI
54138=LAKEWOOD, WI
54139=STILES, WI
54140=LITTLE CHUTE, WI
54141=LITTLE SUAMICO, WI
54143=MARINETTE, WI
54149=MOUNTAIN, WI
54150=NEOPIT, WI
54151=NIAGARA, WI
54153=OCONTO, WI
54154=OCONTO FALLS, WI
54155=ONEIDA, WI
54156=PEMBINE, WI
54157=PESHTIGO, WI
54159=PORTERFIELD, WI
54161=POUND, WI
54162=PULASKI, WI
54165=SEYMOUR, WI
54166=SHAWANO, WI
54170=SHIOCTON, WI
54171=SOBIESKI, WI
54174=SURING, WI
54175=TOWNSEND, WI
54176=UNDERHILL, WI
54177=WAUSAUKEE, WI
54180=WRIGHTSTOWN, WI
54201=ALGOMA, WI
54202=BAILEYS HARBOR, WI
54204=BRUSSELS, WI
54205=CASCO, WI
54206=CATO, WI
54208=DENMARK, WI
54209=EGG HARBOR, WI
54210=ELLISON BAY, WI
54212=FISH CREEK, WI
54213=FORESTVILLE, WI
54214=FRANCIS CREEK, WI
54215=KELLNERSVILLE, WI
54216=KEWAUNEE, WI
54217=LUXEMBURG, WI
54220=MANITOWOC, WI
54227=MARIBEL, WI
54228=MISHICOT, WI
54229=NEW FRANKEN, WI
54230=REEDSVILLE, WI
54232=SAINT NAZIANZ, WI
54234=SISTER BAY, WI
54235=STURGEON BAY, WI
54241=TWO RIVERS, WI
54245=VALDERS, WI
54246=WASHINGTON ISLAN, WI
54247=WHITELAW, WI
54301=ALLOUEZ, WI
54302=GREEN BAY, WI
54303=HOWARD, WI
54304=ASHWAUBENON, WI
54311=GREEN BAY, WI
54313=GREEN BAY, WI
54401=WAUSAU, WI
54405=ABBOTSFORD, WI
54406=AMHERST, WI
54407=AMHERST JUNCTION, WI
54408=ANIWA, WI
54409=ANTIGO, WI
54410=ARPIN, WI
54411=HAMBURG, WI
54412=AUBURNDALE, WI
54413=BABCOCK, WI
54414=BIRNAMWOOD, WI
54416=BOWLER, WI
54418=BRYANT, WI
54419=CHELSEA, WI
54420=CHILI, WI
54421=COLBY, WI
54422=CURTISS, WI
54423=CUSTER, WI
54424=DEERBROOK, WI
54425=DORCHESTER, WI
54426=FENWOOD, WI
54427=ELAND, WI
54428=ELCHO, WI
54430=ELTON, WI
54433=GILMAN, WI
54435=GLEASON, WI
54436=GRANTON, WI
54437=GREENWOOD, WI
54440=HATLEY, WI
54441=HEWITT, WI
54442=IRMA, WI
54443=JUNCTION CITY, WI
54445=LILY, WI
54446=LOYAL, WI
54447=LUBLIN, WI
54448=MARATHON, WI
54449=MARSHFIELD, WI
54451=MEDFORD, WI
54452=MERRILL, WI
54454=MILLADORE, WI
54455=MOSINEE, WI
54456=NEILLSVILLE, WI
54457=NEKOOSA, WI
54459=OGEMA, WI
54460=OWEN, WI
54462=PEARSON, WI
54463=PELICAN LAKE, WI
54465=PICKEREL, WI
54466=PITTSVILLE, WI
54467=PLOVER, WI
54469=PORT EDWARDS, WI
54470=RIB LAKE, WI
54471=RINGLE, WI
54473=ROSHOLT, WI
54474=ROTHSCHILD, WI
54475=RUDOLPH, WI
54476=SCHOFIELD, WI
54479=SPENCER, WI
54480=STETSONVILLE, WI
54481=STEVENS POINT, WI
54484=STRATFORD, WI
54485=SUMMIT LAKE, WI
54486=TIGERTON, WI
54487=TOMAHAWK, WI
54488=UNITY, WI
54489=VESPER, WI
54490=WESTBORO, WI
54491=WHITE LAKE, WI
54493=WILLARD, WI
54494=WISCONSIN RAPIDS, WI
54498=WITHEE, WI
54499=WITTENBERG, WI
54501=MONICO, WI
54511=CAVOUR, WI
54512=BOULDER JUNCTION, WI
54513=BRANTWOOD, WI
54514=BUTTERNUT, WI
54515=CATAWBA, WI
54517=CLAM LAKE, WI
54519=CONOVER, WI
54520=CRANDON, WI
54521=EAGLE RIVER, WI
54524=FIFIELD, WI
54526=INGRAM, WI
54527=GLIDDEN, WI
54529=HARSHAW, WI
54530=HAWKINS, WI
54531=HAZELHURST, WI
54534=HURLEY, WI
54536=IRON BELT, WI
54537=KENNAN, WI
54538=LAC DU FLAMBEAU, WI
54539=LAKE TOMAHAWK, WI
54540=LAND O LAKES, WI
54541=LAONA, WI
54542=ALVIN, WI
54545=MANITOWISH WATER, WI
54546=MELLEN, WI
54547=MERCER, WI
54548=MINOCQUA, WI
54550=PENCE, WI
54552=PARK FALLS, WI
54554=PHELPS, WI
54555=PHILLIPS, WI
54556=PRENTICE, WI
54557=WINCHESTER, WI
54558=SAINT GERMAIN, WI
54559=SAXON, WI
54560=SAYNER, WI
54562=THREE LAKES, WI
54563=TONY, WI
54564=TRIPOLI, WI
54565=UPSON, WI
54566=WABENO, WI
54568=WOODRUFF, WI
54601=LA CROSSE, WI
54603=LA CROSSE, WI
54610=ALMA, WI
54611=ALMA CENTER, WI
54612=ARCADIA, WI
54613=ARKDALE, WI
54614=BANGOR, WI
54615=BLACK RIVER FALL, WI
54616=BLAIR, WI
54617=BLOOM CITY, WI
54618=CUTLER, WI
54619=CASHTON, WI
54621=CHASEBURG, WI
54622=WAUMANDEE, WI
54623=COON VALLEY, WI
54624=VICTORY, WI
54625=DODGE, WI
54626=EASTMAN, WI
54627=ETTRICK, WI
54628=FERRYVILLE, WI
54629=FOUNTAIN CITY, WI
54630=GALESVILLE, WI
54631=GAYS MILLS, WI
54632=GENOA, WI
54634=YUBA, WI
54635=NORTHFIELD, WI
54636=HOLMEN, WI
54638=KENDALL, WI
54639=WEST LIMA, WI
54641=MATHER, WI
54642=MELROSE, WI
54644=MINDORO, WI
54646=NECEDAH, WI
54648=NORWALK, WI
54650=ONALASKA, WI
54651=ONTARIO, WI
54652=READSTOWN, WI
54653=ROCKLAND, WI
54655=SOLDIERS GROVE, WI
54656=SPARTA, WI
54657=STEUBEN, WI
54658=STODDARD, WI
54659=TAYLOR, WI
54660=WYEVILLE, WI
54661=TREMPEALEAU, WI
54664=VIOLA, WI
54665=VIROQUA, WI
54666=WARRENS, WI
54667=WESTBY, WI
54669=WEST SALEM, WI
54670=WILTON, WI
54701=EAU CLAIRE, WI
54703=EAU CLAIRE, WI
54720=ALTOONA, WI
54721=ARKANSAW, WI
54722=AUGUSTA, WI
54723=BAY CITY, WI
54724=BLOOMER, WI
54725=BOYCEVILLE, WI
54726=BOYD, WI
54727=CADOTT, WI
54728=CHETEK, WI
54729=CHIPPEWA FALLS, WI
54730=COLFAX, WI
54731=CONRATH, WI
54732=CORNELL, WI
54733=DALLAS, WI
54734=DOWNING, WI
54736=DURAND, WI
54737=EAU GALLE, WI
54738=ELEVA, WI
54739=ELK MOUND, WI
54740=ELMWOOD, WI
54741=FAIRCHILD, WI
54742=FALL CREEK, WI
54744=HILLSDALE, WI
54745=HOLCOMBE, WI
54746=HUMBIRD, WI
54747=INDEPENDENCE, WI
54748=JIM FALLS, WI
54749=KNAPP, WI
54750=MAIDEN ROCK, WI
54751=MENOMONIE, WI
54754=MERRILLAN, WI
54755=MODENA, WI
54756=NELSON, WI
54757=NEW AUBURN, WI
54758=OSSEO, WI
54759=PEPIN, WI
54761=PLUM CITY, WI
54762=PRAIRIE FARM, WI
54763=RIDGELAND, WI
54765=SAND CREEK, WI
54766=SHELDON, WI
54767=SPRING VALLEY, WI
54768=STANLEY, WI
54769=STOCKHOLM, WI
54770=STRUM, WI
54771=THORP, WI
54772=WHEELER, WI
54773=WHITEHALL, WI
54801=SPOONER, WI
54805=ALMENA, WI
54806=MOQUAH, WI
54810=BALSAM LAKE, WI
54812=BARRON, WI
54813=BARRONETT, WI
54814=BAYFIELD, WI
54817=BIRCHWOOD, WI
54819=BRUCE, WI
54820=BRULE, WI
54821=CABLE, WI
54822=CAMERON, WI
54824=CENTURIA, WI
54826=COMSTOCK, WI
54827=CORNUCOPIA, WI
54828=NEW POST, WI
54829=CUMBERLAND, WI
54830=DAIRYLAND, WI
54832=DRUMMOND, WI
54835=EXELAND, WI
54836=FOXBORO, WI
54837=CLAM FALLS, WI
54838=GORDON, WI
54839=GRAND VIEW, WI
54840=EVERGREEN, WI
54843=NORTH WOODS BEAC, WI
54844=HERBSTER, WI
54845=HERTEL, WI
54846=HIGH BRIDGE, WI
54847=IRON RIVER, WI
54848=LADYSMITH, WI
54849=LAKE NEBAGAMON, WI
54850=LA POINTE, WI
54853=LUCK, WI
54854=MAPLE, WI
54855=MARENGO, WI
54856=DELTA, WI
54858=MILLTOWN, WI
54859=MINONG, WI
54862=OJIBWA, WI
54864=POPLAR, WI
54865=PORT WING, WI
54867=RADISSON, WI
54868=CANTON, WI
54870=SARONA, WI
54871=SHELL LAKE, WI
54872=SIREN, WI
54873=BARNES, WI
54874=WENTWORTH, WI
54875=EARL, WI
54876=STONE LAKE, WI
54880=SUPERIOR, WI
54888=TREGO, WI
54889=TURTLE LAKE, WI
54891=WASHBURN, WI
54893=WEBSTER, WI
54895=WEYERHAEUSER, WI
54896=LORETTA, WI
54901=OSHKOSH, WI
54904=OSHKOSH, WI
54909=ALMOND, WI
54911=APPLETON, WI
54914=APPLETON, WI
54915=APPLETON, WI
54921=BANCROFT, WI
54922=BEAR CREEK, WI
54923=BERLIN, WI
54928=CAROLINE, WI
54929=CLINTONVILLE, WI
54930=COLOMA, WI
54932=ELDORADO, WI
54935=TAYCHEEDAH, WI
54937=NORTH FOND DU LA, WI
54940=FREMONT, WI
54941=GREEN LAKE, WI
54942=GREENVILLE, WI
54943=HANCOCK, WI
54944=HORTONVILLE, WI
54945=IOLA, WI
54946=KING, WI
54947=LARSEN, WI
54948=LEOPOLIS, WI
54949=MANAWA, WI
54950=MARION, WI
54952=MENASHA, WI
54956=NEENAH, WI
54960=NESHKORO, WI
54961=NEW LONDON, WI
54962=OGDENSBURG, WI
54963=OMRO, WI
54964=PICKETT, WI
54965=PINE RIVER, WI
54966=PLAINFIELD, WI
54967=POY SIPPI, WI
54968=PRINCETON, WI
54970=REDGRANITE, WI
54971=RIPON, WI
54974=ROSENDALE, WI
54977=SCANDINAVIA, WI
54978=TILLEDA, WI
54979=VAN DYNE, WI
54981=WAUPACA, WI
54982=WAUTOMA, WI
54983=WEYAUWEGA, WI
54984=WILD ROSE, WI
54986=WINNECONNE, WI
55001=AFTON, MN
55003=BAYPORT, MN
55005=EAST BETHEL, MN
55006=BRAHAM, MN
55007=QUAMBA, MN
55008=CAMBRIDGE, MN
55009=CANNON FALLS, MN
55010=CASTLE ROCK, MN
55011=CEDAR EAST BETHE, MN
55013=CHISAGO CITY, MN
55014=CIRCLE PINES, MN
55016=COTTAGE GROVE, MN
55017=DALBO, MN
55018=STANTON, MN
55019=DUNDAS, MN
55020=ELKO, MN
55021=FARIBAULT, MN
55024=FARMINGTON, MN
55025=FOREST LAKE, MN
55026=FRONTENAC, MN
55027=GOODHUE, MN
55030=GRASSTON, MN
55031=HAMPTON, MN
55032=HARRIS, MN
55033=WELCH, MN
55037=HINCKLEY, MN
55038=CENTERVILLE, MN
55040=ISANTI, MN
55041=LAKE CITY, MN
55042=LAKE ELMO, MN
55043=LAKELAND, MN
55044=LAKEVILLE, MN
55045=LINDSTROM, MN
55046=VESELI, MN
55047=MARINE ON SAINT, MN
55048=55048, MN
55049=MEDFORD, MN
55051=MORA, MN
55052=MORRISTOWN, MN
55053=NERSTRAND, MN
55055=NEWPORT, MN
55056=NORTH BRANCH, MN
55057=NORTHFIELD, MN
55060=OWATONNA, MN
55063=BEROUN, MN
55065=RANDOLPH, MN
55066=RED WING, MN
55067=ROCK CREEK, MN
55068=ROSEMOUNT, MN
55069=RUSH CITY, MN
55070=SAINT FRANCIS, MN
55071=SAINT PAUL PARK, MN
55072=MARKVILLE, MN
55073=SCANDIA, MN
55074=SHAFER, MN
55075=SOUTH SAINT PAUL, MN
55076=INVER GROVE HEIG, MN
55077=INVER GROVE HEIG, MN
55079=STACY, MN
55080=STANCHFIELD, MN
55082=OAK PARK HEIGHTS, MN
55084=TAYLORS FALLS, MN
55087=WARSAW, MN
55088=WEBSTER, MN
55089=WELCH, MN
55092=EAST BETHEL, MN
55101=SAINT PAUL, MN
55102=SAINT PAUL, MN
55103=SAINT PAUL, MN
55104=SAINT PAUL, MN
55105=SAINT PAUL, MN
55106=SAINT PAUL, MN
55107=WEST SAINT PAUL, MN
55108=LAUDERDALE, MN
55109=NORTH SAINT PAUL, MN
55110=WHITE BEAR LAKE, MN
55111=FORT SNELLING, MN
55112=NEW BRIGHTON, MN
55113=ROSEVILLE, MN
55114=SAINT PAUL, MN
55115=WHITE BEAR LAKE, MN
55116=SAINT PAUL, MN
55117=LITTLE CANADA, MN
55118=WEST SAINT PAUL, MN
55119=MAPLEWOOD, MN
55120=EAGAN, MN
55121=EAGAN, MN
55122=EAGAN, MN
55123=EAGAN, MN
55124=APPLE VALLEY, MN
55125=WOODBURY, MN
55126=SHOREVIEW, MN
55127=VADNAIS HEIGHTS, MN
55128=OAKDALE, MN
55150=MENDOTA, MN
55301=ALBERTVILLE, MN
55302=ANNANDALE, MN
55303=RAMSEY, MN
55304=HAM LAKE, MN
55307=ARLINGTON, MN
55308=BECKER, MN
55309=BIG LAKE, MN
55310=BIRD ISLAND, MN
55312=BROWNTON, MN
55313=BUFFALO, MN
55314=BUFFALO LAKE, MN
55315=CARVER, MN
55316=CHAMPLIN, MN
55317=CHANHASSEN, MN
55318=CHASKA, MN
55319=CLEAR LAKE, MN
55320=CLEARWATER, MN
55321=COKATO, MN
55322=COLOGNE, MN
55324=DARWIN, MN
55325=DASSEL, MN
55327=DAYTON, MN
55328=DELANO, MN
55329=EDEN VALLEY, MN
55330=ELK RIVER, MN
55331=EXCELSIOR, MN
55332=FAIRFAX, MN
55333=FRANKLIN, MN
55334=GAYLORD, MN
55335=GIBBON, MN
55336=GLENCOE, MN
55337=BURNSVILLE, MN
55338=GREEN ISLE, MN
55339=HAMBURG, MN
55340=HAMEL, MN
55342=HECTOR, MN
55343=EDEN PRAIRIE, MN
55344=EDEN PRAIRIE, MN
55345=MINNETONKA, MN
55346=EDEN PRAIRIE, MN
55347=EDEN PRAIRIE, MN
55349=HOWARD LAKE, MN
55350=HUTCHINSON, MN
55352=JORDAN, MN
55353=KIMBALL, MN
55354=LESTER PRAIRIE, MN
55355=LITCHFIELD, MN
55356=LONG LAKE, MN
55357=LORETTO, MN
55358=MAPLE LAKE, MN
55359=MAPLE PLAIN, MN
55360=MAYER, MN
55362=MONTICELLO, MN
55363=MONTROSE, MN
55364=MOUND, MN
55366=NEW AUBURN, MN
55367=NEW GERMANY, MN
55368=NORWOOD, MN
55369=MAPLE GROVE, MN
55370=PLATO, MN
55371=PRINCETON, MN
55372=PRIOR LAKE, MN
55373=ROCKFORD, MN
55374=ROGERS, MN
55376=SAINT MICHAEL, MN
55378=SAVAGE, MN
55379=SHAKOPEE, MN
55380=SILVER CREEK, MN
55381=SILVER LAKE, MN
55382=SOUTH HAVEN, MN
55384=SPRING PARK, MN
55385=STEWART, MN
55386=VICTORIA, MN
55387=WACONIA, MN
55388=WATERTOWN, MN
55389=WATKINS, MN
55390=WAVERLY, MN
55391=WAYZATA, MN
55395=WINSTED, MN
55396=WINTHROP, MN
55397=YOUNG AMERICA, MN
55398=ZIMMERMAN, MN
55401=MINNEAPOLIS, MN
55402=MINNEAPOLIS, MN
55403=MINNEAPOLIS, MN
55404=MINNEAPOLIS, MN
55405=MINNEAPOLIS, MN
55406=MINNEAPOLIS, MN
55407=MINNEAPOLIS, MN
55408=MINNEAPOLIS, MN
55409=MINNEAPOLIS, MN
55410=EDINA, MN
55411=MINNEAPOLIS, MN
55412=MINNEAPOLIS, MN
55413=MINNEAPOLIS, MN
55414=MINNEAPOLIS, MN
55415=MINNEAPOLIS, MN
55416=SAINT LOUIS PARK, MN
55417=MINNEAPOLIS, MN
55418=MINNEAPOLIS, MN
55419=MINNEAPOLIS, MN
55420=BLOOMINGTON, MN
55421=COLUMBIA HEIGHTS, MN
55422=ROBBINSDALE, MN
55423=RICHFIELD, MN
55424=EDINA, MN
55425=BLOOMINGTON, MN
55426=SAINT LOUIS PARK, MN
55427=GOLDEN VALLEY, MN
55428=CRYSTAL, MN
55429=BROOKLYN CENTER, MN
55430=BROOKLYN CENTER, MN
55431=BLOOMINGTON, MN
55432=FRIDLEY, MN
55433=COON RAPIDS, MN
55434=BLAINE, MN
55435=EDINA, MN
55436=EDINA, MN
55437=BLOOMINGTON, MN
55438=BLOOMINGTON, MN
55439=EDINA, MN
55441=PLYMOUTH, MN
55442=PLYMOUTH, MN
55443=BROOKLYN CENTER, MN
55444=BROOKLYN CENTER, MN
55445=BROOKLYN PARK, MN
55446=PLYMOUTH, MN
55447=PLYMOUTH, MN
55448=COON RAPIDS, MN
55450=MINNEAPOLIS, MN
55454=MINNEAPOLIS, MN
55455=MINNEAPOLIS, MN
55599=LORETTO, MN
55602=BRIMSON, MN
55603=FINLAND, MN
55604=GRAND MARAIS, MN
55605=GRAND PORTAGE, MN
55606=HOVLAND, MN
55607=ISABELLA, MN
55612=LUTSEN, MN
55613=SCHROEDER, MN
55614=LITTLE MARAIS, MN
55615=TOFTE, MN
55616=TWO HARBORS, MN
55702=ALBORN, MN
55703=ANGORA, MN
55704=ASKOV, MN
55705=AURORA, MN
55706=BABBITT, MN
55707=BARNUM, MN
55709=BOVEY, MN
55710=BRITT, MN
55711=BROOKSTON, MN
55712=BRUNO, MN
55717=CANYON, MN
55718=CARLTON, MN
55719=CHISHOLM, MN
55720=CLOQUET, MN
55721=COHASSET, MN
55723=COOK, MN
55724=KELSEY, MN
55725=CRANE LAKE, MN
55726=CROMWELL, MN
55727=CULVER, MN
55731=ELY, MN
55732=EMBARRASS, MN
55733=ESKO, MN
55734=EVELETH, MN
55735=FINLAYSON, MN
55736=FLOODWOOD, MN
55740=GHEEN, MN
55741=GILBERT, MN
55742=GOODLAND, MN
55744=LA PRAIRIE, MN
55746=HIBBING, MN
55748=HILL CITY, MN
55749=HOLYOKE, MN
55750=HOYT LAKES, MN
55751=IRON, MN
55752=JACOBSON, MN
55755=55755, MN
55756=KERRICK, MN
55757=KETTLE RIVER, MN
55760=MC GREGOR, MN
55762=MAHTOWA, MN
55763=MAKINEN, MN
55765=MEADOWLANDS, MN
55766=MELRUDE, MN
55767=MOOSE LAKE, MN
55768=MOUNTAIN IRON, MN
55769=NASHWAUK, MN
55771=BUYCK, MN
55773=PARKVILLE, MN
55775=PENGILLY, MN
55779=SAGINAW, MN
55780=SAWYER, MN
55783=STURGEON LAKE, MN
55784=SWAN RIVER, MN
55785=SWATARA, MN
55787=TAMARACK, MN
55788=TOGO, MN
55790=TOWER, MN
55792=VIRGINIA, MN
55793=WARBA, MN
55795=WILLOW RIVER, MN
55797=WRENSHALL, MN
55798=WRIGHT, MN
55799=ZIM, MN
55801=DULUTH, MN
55802=DULUTH, MN
55803=DULUTH, MN
55804=DULUTH, MN
55805=DULUTH, MN
55806=DULUTH, MN
55807=DULUTH, MN
